condition,ROC_accuracy,ROC_accuracy_se,ROC_accuracy_p_value,ROC_accuracy_p,ROC_sensitivity,ROC_specificity,ROC_AUC,ROC_PPV,ROC_FC_accuracy,ROC_FC_accuracy_se,ROC_FC_accuracy_p_value,ROC_FC_accuracy_p,ROC_FC_sensitivity,ROC_FC_specificity,ROC_FC_AUC,ROC_FC_PPV
certain_classify_risky,0.6304347826086957,0.06572736964842574,0.01602027478889998,"BinomTestResult(k=58, n=92, alternative='two-sided', statistic=0.6304347826086957, pvalue=0.01602027478889998)",0.6956521739130435,0.5652173913043479,0.5997164461247637,0.6153846153846154,0.6304347826086957,0.09295253757591342,0.10380535550410741,"BinomTestResult(k=29, n=46, alternative='two-sided', statistic=0.6304347826086957, pvalue=0.10380535550410741)",0.6144458077257619,0.6144458077257619,0.6144458077257619,0.614445807725762
risky_classify_certain,0.6739130434782609,0.07026029169314475,0.001110927323374987,"BinomTestResult(k=62, n=92, alternative='two-sided', statistic=0.6739130434782609, pvalue=0.001110927323374987)",0.6739130434782609,0.6739130434782609,0.6720226843100189,0.6739130434782609,0.6956521739130435,0.10256831732514582,0.011351591436778108,"BinomTestResult(k=32, n=46, alternative='two-sided', statistic=0.6956521739130435, pvalue=0.011351591436778108)",0.6792272148709106,0.6792272148709106,0.6792272148709106,0.6792272148709106
