mean,p
-0.006545371756226279,0.7297427025729742
-0.03286272454512138,0.058869411305886944
-0.07910728547065973,2.999970000299997e-05
-0.004751464073057715,0.8197918020819792
-0.006417127374931879,0.7317026829731703
-0.02224929320909571,0.2904870951290487
-0.032445201333412166,0.04699953000469995
0.034965926572764754,0.17204827951720483
-0.02847599705223342,0.04049959500404996
-0.025516378510361485,0.21009789902100978
-0.048268635215424315,0.00967990320096799
-0.03554594591026762,0.07383926160738392
-0.007816499310455843,0.7343726562734373
0.04648142000634314,0.06340936590634094
-0.04503404809101918,0.023849761502384974
-0.04916189581629451,0.024109758902410974
0.028567796227679895,0.23812761872381277
-0.046875908764340835,0.007529924700752992
0.01415304880171171,0.5646243537564625
-0.02353870694039064,0.15786842131578685
0.026737595650938632,0.2524874751252488
-0.01863581503906353,0.31772682273177266
0.007835815291040847,0.6547334526654733
-0.06458456249969213,0.0006399936000639994
-0.0038708458183650913,0.8413415865841342
-0.011517329651818982,0.5289547104528954
-0.005912675751299934,0.8332916670833291
-0.023087156895207597,0.26464735352646473
-0.006183825782076842,0.7689523104768953
-0.04732945465335452,0.006449935500644994
-0.04121734496376031,0.02751972480275197
0.0033921429111586883,0.9040809591904081
-0.021767667153089885,0.22439775602243978
-0.023513141362950376,0.21805781942180577
0.02611170812379218,0.26599734002659975
-0.011977944872281128,0.5744542554574454
-0.007999742765600283,0.6845631543684563
0.007228099754006525,0.8030119698803012
-0.0417886182628376,0.03398966010339897
0.021122499522911148,0.3471765282347177
0.0023460906773387557,0.8969510304896952
-0.021813863876089103,0.21666783332166678
-0.03245744416952824,0.06682933170668294
-0.09921063784463212,9.99990000099999e-06
-0.065130413155739,6.999930000699993e-05
-0.014473019245818109,0.6119138808611914
-0.010548108863343153,0.5875141248587514
-0.0971462975763234,9.99990000099999e-06
-0.014913377137254767,0.5043749562504375
-0.03971173301776102,0.03188968110318897
-0.04858776547973003,0.00034999650003499967
-0.030023507638574014,0.11706882931170688
-0.026325982918165458,0.12514874851251487
-0.005461852527832397,0.7954820451795482
-0.04317346616049938,0.008619913800861991
-0.0075306081153057505,0.7497125028749713
-0.030474665142542923,0.15754842451575485
-0.013174370001076604,0.5611143888561114
0.012297126809727204,0.5545544544554555
-0.028283525282219203,0.15052849471505286
0.015706165294725703,0.6081539184608153
-0.06374721035427679,0.0016999830001699983
0.017961785052340584,0.48026519734802653
0.035593960719404974,0.21455785442145578
0.022933007233559656,0.27606723932760674
-0.0513234278503777,0.0016099839001609984
0.02150421558453807,0.4299357006429936
0.007729721072911915,0.7028129718702812
0.02007077060779263,0.4014159858401416
-0.011946083421519033,0.43930560694393056
-0.002403032450406688,0.9064109358906411
0.014678241895177023,0.45725542744572556
-0.007543005740214933,0.7321726782732173
0.033661243390372124,0.18096819031809683
-0.06758952730823373,4.999950000499995e-05
-0.0266741393297346,0.13935860641393585
-0.01905121569243358,0.34320656793432064
-0.07346687372428522,0.00037999620003799963
0.01698172310192385,0.44832551674483256
-0.05969010263090069,0.00010999890001099989
-0.020970053212147077,0.28980710192898074
-0.004351447423619393,0.8277917220827792
-0.06684023628248588,0.0008399916000839992
-0.02827809514659433,0.17672823271767282
-0.01725441374179848,0.34714652853471467
0.003886530617952067,0.8580214197858022
0.029375808543598655,0.18603813961860383
-0.001274642767860965,0.95330046699533
0.02603161303694883,0.1985280147198528
-0.022767156401292937,0.23510764892351077
-0.0594613326931171,6.999930000699993e-05
-0.012847408181463713,0.5480445195548045
-0.009489225188026681,0.6710632893671064
-0.07320385645415972,9.99990000099999e-06
-0.022262683223994054,0.30106698933010667
