mean,p
0.011291864082347267,0.5748242517574824
-0.0052478885378925925,0.6917130828691713
0.023377337807066446,0.25897741022589776
0.04954619361899497,0.06108938910610894
-0.030955071482620593,0.09375906240937591
0.029205784111286083,0.28092719072809275
-0.004924663232503854,0.8095819041809582
-0.00405648479756292,0.8072419275807242
0.057970829572901506,0.00955990440095599
-0.010523694373968636,0.5961840381596184
0.09574104143102453,0.00012999870001299986
0.07268737924531431,0.0023199768002319975
0.021713426194464477,0.18028819711802882
0.01593087994257343,0.46794532054679455
-0.0031202078569092873,0.8712312876871231
0.024262338501423144,0.25954740452595476
0.04023271255702324,0.03572964270357296
-0.048339784598814536,0.006249937500624993
0.009072837799186969,0.7290327096729032
-0.012524039320346944,0.45188548114518856
0.003986437310112129,0.8286517134828651
0.012904820666331312,0.5407945920540794
-0.012485151151949068,0.4760052399476005
-0.04800863489425271,0.01882981170188298
0.06022911345456137,0.01003989960100399
-0.01506958120401143,0.33672663273367265
-0.018972377570772917,0.34866651333486665
-0.027772387509881587,0.1963380366196338
0.0246491290014801,0.34409655903440967
0.010372762106575893,0.6165538344616553
0.018620449864925517,0.4012259877401226
0.0259212075277139,0.16523834761652384
-0.03798840574094059,0.002999970000299997
0.03580319647296427,0.06688933110668893
0.008221456296852055,0.7966520334796652
0.007004993176507363,0.6973630263697363
-0.04669479546792057,0.012729872701272987
4.797813062486871e-05,0.998210017899821
0.04886381559772289,0.018889811101888983
0.009776905931570346,0.6744532554674453
0.013972156011886238,0.5334446655533445
0.024999444549687774,0.2555874441255587
0.03684671327402699,0.09669903300966991
0.058263695280112944,0.031419685803141965
0.0579087848313975,0.003759962400375996
0.02742433088559466,0.1082289177108229
0.010778638267899905,0.5192948070519294
0.04209819736935292,0.026329736702632972
-0.029932330006212614,0.046199538004619956
0.0019774613198319984,0.9157808421915781
0.00678360788069984,0.7419825801741983
0.06365883966072547,0.008749912500874991
0.0005271779199915307,0.980620193798062
-0.02160348999831169,0.14196858031419685
0.031721473101513076,0.04740952590474095
-0.04433957272215951,0.04249957500424996
-0.03917480342081114,0.03170968290317097
0.06077935542493347,0.008899911000889991
-0.026798100222322697,0.13175868241317587
0.0062995289776081416,0.7259027409725902
0.024181408659551,0.2921970780292197
-0.03456913133457482,0.044159558404415954
0.09274378046206809,0.00024999750002499977
0.027988921284217726,0.17842821571784281
-0.0049700769543833765,0.8205917940820592
-0.03199999150439122,0.18366816331836683
0.06445217385964024,0.007769922300776992
-0.002700042160742623,0.8645813541864581
0.002814949369213638,0.8858911410885891
0.03626059315726877,0.13371866281337186
0.018094231512640675,0.42975570244297556
-0.007812550170923397,0.6816331836681633
0.013419672144851137,0.5713342866571335
-0.01934330880017827,0.33079669203307965
0.006214542983971261,0.7403125968740313
0.021292585830718948,0.37857621423785764
0.01678067789290235,0.46653533464665353
0.020344404366328273,0.25443745562544373
-0.002524032856933466,0.8860911390886091
0.012337536508006784,0.4693953060469395
0.05057796052999258,0.00978990210097899
-0.005907337866069123,0.7339226607733923
-0.047069686284287024,0.006969930300696993
-0.007514399335923726,0.6961530384696153
0.06731517553168978,0.0014299857001429986
-0.010372344663180611,0.6208237917620824
0.03570147659383572,0.11173888261117389
0.0203390575802396,0.25876741232587674
0.05625890309188752,0.015609843901560984
-0.008586619908676511,0.6706732932670674
-0.0019365350086944695,0.9300606993930061
0.027270858829772995,0.2062579374206258
-0.001916245474317321,0.9233207667923321
0.03772672293870404,0.13628863711362887
0.07260764812277118,0.0021399786002139977
-0.029870809237635968,0.07939920600793993
0.04134838301090544,0.07023929760702392
-0.05177915758499048,0.008249917500824992
0.017291141364338826,0.4051459485405146
-0.010784395570333337,0.6123038769612303
